target_id	length	eff_length	est_counts	tpm
AT5G11430.4	2791	2592	0	0
AT5G11430.3	3322	3123	12.986	2.45947
AT5G11430.5	2373	2174	0	0
AT5G11430.1	3147	2948	45.014	9.03152
AT1G20530.1	2269	2070	1	0.285739
AT4G23170.1	1824	1625	15	5.45982
AT1G44780.2	1644	1445	10.9451	4.48014
AT1G44780.1	1647	1448	1.0549	0.430908
AT1G60880.1	606	407	0	0
AT1G06160.1	1086	887	28	18.6713
AT3G07260.1	1204	1005	0	0
AT1G21090.1	1404	1205	17	8.34453
AT1G21090.2	1416	1217	0	0
AT1G76730.1	1500	1301	62	28.1874
AT1G03970.1	1190	991	31	18.5024
AT5G19160.1	2182	1983	5	1.49138
AT5G19160.2	2242	2043	0	0
AT3G49744.1	174	9.99669	0	0
AT5G28820.1	519	320	0	0
AT4G12530.1	730	531	3	3.3417
AT4G20050.1	1924	1725	0	0
AT4G20050.5	1742	1543	0	0
AT4G20050.3	1800	1601	0	0
AT4G20050.2	1873	1674	4	1.41333
AT4G20050.6	1732	1533	0	0
AT4G20050.7	1707	1508	0	0
AT4G20050.4	1981	1782	0	0
AT5G53810.1	1574	1375	3	1.2905
AT2G28690.1	1117	918	15	9.66471
AT5G01530.1	1396	1197	4765	2354.56
AT3G62800.3	1283	1084	0	0
AT3G62800.1	1368	1169	16.4648	8.33071
AT3G62800.2	1297	1098	8.53521	4.59782
ATCG00900.1	468	269	1.5	3.29822
AT3G11385.1	2459	2260	4	1.04687
AT5G07010.1	1779	1580	124	46.42
AT3G63040.1	654	455	0	0
AT2G26570.2	2921	2722	7.08285e-06	1.53908e-06
AT2G26570.1	2941	2742	96	20.7083
AT3G05560.2	756	557	109.436	116.21
AT3G05560.3	841	642	140.517	129.459
AT3G05560.1	840	641	261.388	241.195
AT5G12080.3	2694	2495	10.3144	2.44521
AT5G12080.2	2805	2606	0	0
AT5G12080.1	2754	2555	84.6856	19.6046
AT1G50870.1	1191	992	0	0
AT2G20610.2	1748	1549	0.000901708	0.000344314
AT2G20610.1	1794	1595	514.999	190.979
AT5G02940.2	2792	2593	36.5499	8.33727
AT5G02940.1	2920	2721	588.12	127.843
AT1G68430.1	945	746	5	3.96434
AT1G66550.2	856	657	0	0
AT1G66550.1	765	566	0	0
AT1G09380.1	1641	1442	0	0
AT3G48840.1	757	558	0	0
AT3G48840.2	667	468	0	0
AT5G61800.1	1629	1430	2	0.827245
AT5G01445.1	589	390	2	3.03323
AT4G35500.1	1975	1776	10.5401	3.51027
AT4G35500.2	1638	1439	3.45994	1.42216
AT1G80310.1	1937	1738	65	22.121
AT2G39400.2	1307	1108	18	9.60888
AT2G39400.1	1394	1195	0	0
AT4G04990.1	1217	1018	0	0
AT3G60530.1	1465	1266	68	31.7699
AT2G46180.1	2540	2341	41	10.3591
AT2G22270.1	1398	1199	18	8.8796
AT2G22270.2	1174	975	0	0
AT2G43660.1	471	272	1	2.17456
AT2G43660.2	597	398	0	0
AT1G03910.2	2466	2267	0.00189052	0.000493254
AT1G03910.1	2565	2366	140.998	35.2483
AT1G77590.1	2692	2493	100.788	23.9125
AT1G77590.2	2669	2470	10.2123	2.44549
AT1G79020.1	2134	1935	23	7.03051
AT5G24420.1	1321	1122	483	254.621
AT5G39490.1	1701	1502	0	0
AT3G26922.2	1894	1695	0	0
AT3G26922.1	1793	1594	0	0
AT3G26922.4	1661	1462	0	0
AT3G26922.5	1642	1443	9.88477	4.05173
AT3G26922.3	1711	1512	0	0
AT3G50450.1	926	727	0	0
AT3G17160.1	882	683	37	32.0421
AT1G34315.1	819	620	1	0.954
AT5G08580.2	1818	1619	0	0
AT5G08580.1	1736	1537	39	15.0083
AT2G28360.1	3032	2833	57	11.9006
AT4G25000.1	1606	1407	2	0.840768
AT5G27410.4	1734	1535	31.1754	12.0128
AT5G27410.1	2156	1957	27.8246	8.40967
AT5G27410.3	2229	2030	0	0
AT5G27410.2	3153	2954	0	0
AT5G65200.1	1982	1783	20	6.63466
AT5G23535.1	1015	816	46	33.3432
AT5G23535.2	830	631	0	0
AT1G05230.1	3520	3321	0	0
AT1G05230.5	3644	3445	0	0
AT1G05230.12	2134	1935	0	0
AT1G05230.6	3553	3354	0	0
AT1G05230.2	2983	2784	30.7538	6.53387
AT1G05230.11	2424	2225	0	0
AT1G05230.3	2678	2479	9.20764	2.19691
AT1G05230.7	3526	3327	0	0
AT1G05230.10	2557	2358	0	0
AT1G05230.9	3140	2941	0	0
AT1G05230.4	2974	2775	34.0385	7.25518
AT1G05230.8	3231	3032	0	0
AT1G79830.1	3669	3470	14.9555	2.54924
AT1G79830.3	3588	3389	55.6347	9.7099
AT1G79830.2	3278	3079	181.386	34.8446
AT1G79830.4	3547	3348	0.0234158	0.0041368
AT1G79830.5	3718	3519	0	0
AT5G09480.1	840	641	24	22.1459
AT5G56480.1	409	210	0	0
AT5G60820.1	1648	1449	15	6.12298
AT5G55820.7	5630	5431	0.481795	0.0524714
AT5G55820.5	5831	5632	0	0
AT5G55820.8	5630	5431	0.481795	0.0524714
AT5G55820.10	5271	5072	14.976	1.74645
AT5G55820.4	5292	5093	0.14167	0.016453
AT5G55820.9	5896	5697	0	0
AT5G55820.2	5622	5423	0	0
AT5G55820.11	5449	5250	0	0
AT5G55820.3	5610	5411	30.9187	3.37975
AT5G55820.6	5642	5443	0	0
AT5G55820.1	5481	5282	0	0
AT5G44950.1	1317	1118	0	0
AT4G31140.1	2171	1972	45	13.4973
AT4G35910.1	2164	1965	41	12.3413
AT3G56220.2	541	342	3.06044	5.29295
AT3G56220.1	905	706	1.93956	1.62495
AT2G19970.1	926	727	7	5.69513
AT5G54520.1	1864	1665	10	3.55243
AT2G04032.1	1403	1204	11	5.40389
AT5G03455.1	704	505	55	64.4186
AT5G03455.2	1006	807	0	0
AT1G48140.2	563	364	1.88889	3.06934
AT1G48140.1	743	544	15.1111	16.43
AT4G15050.1	1191	992	0	0
ATCG00420.1	477	278	1	2.12763
AT5G30360.1	420	221	0	0
AT2G32600.1	1301	1102	63	33.8142
AT2G41010.1	1250	1051	24	13.5067
AT5G07170.2	1274	1075	0	0
AT5G07170.1	1612	1413	0	0
AT5G32670.1	700	501	0	0
AT1G60250.1	756	557	0	0
AT4G09012.1	1175	976	1	0.606025
AT3G26355.1	64	3.36374	0	0
AT5G02710.1	1195	996	29.682	17.6268
AT5G02710.2	1778	1579	11.0163	4.12661
AT5G02710.3	1348	1149	4.30176	2.21445
AT4G10110.1	836	637	20	18.5708
AT5G13900.1	754	555	1	1.06573
AT5G16380.1	1108	909	8	5.20555
AT5G40630.1	937	738	3	2.40439
AT1G55670.1	780	581	1679.3	1709.59
AT5G66940.1	897	698	2	1.69479
AT3G06520.1	1598	1399	0	0
AT3G06520.2	1668	1469	12	4.8317
AT3G52870.1	1811	1612	207	75.9531
AT3G02900.2	759	560	0	0
AT3G02900.1	852	653	51	46.1952
AT1G31520.1	399	200	0	0
AT5G57660.1	1564	1365	375	162.495
AT3G09110.1	1666	1467	0	0
AT4G23690.1	1139	940	57	35.8664
AT1G05035.1	363	164	0	0
AT5G45700.1	1180	981	21	12.6617
AT5G40410.1	1981	1782	3	0.995758
AT3G06580.1	2012	1813	131	42.738
AT3G14920.1	2536	2337	60	15.1856
AT1G77610.1	1617	1418	92	38.3753
AT1G19170.1	1827	1628	36	13.0794
AT2G20740.1	1179	980	24.0984	14.5446
AT2G20740.2	935	736	16.9016	13.5829
AT2G20740.3	815	616	0	0
AT3G26940.1	1793	1594	0	0
AT4G27150.1	735	536	2	2.20702
AT2G26000.1	1672	1473	12.3045	4.94087
AT2G26000.2	1892	1693	7.69545	2.68855
AT2G26000.3	2370	2171	0	0
AT5G38743.1	183	11.741	0	0
AT4G15210.4	2461	2262	0	0
AT4G15210.1	2066	1867	42	13.3059
AT4G15210.3	2291	2092	0	0
AT4G15210.2	1890	1691	0	0
AT1G29070.1	819	620	454	433.116
AT4G27570.1	1655	1456	1.2936	0.525507
AT5G65560.3	3618	3419	24.3216	4.20758
AT5G65560.2	3697	3498	0	0
AT5G65560.1	3623	3424	4.67843	0.808178
AT1G04170.1	1860	1661	258	91.8735
AT1G04170.2	2026	1827	0	0
ATCG00905.1	258	59.1108	0.5	5.00315
AT1G29250.1	795	596	80	79.3933
AT3G51050.1	2543	2344	142	35.832
AT5G23060.2	1608	1409	0	0
AT5G23060.1	1529	1330	625	277.951
AT4G14770.2	3098	2899	0	0
AT4G14770.1	3064	2865	92.8222	19.1632
AT4G14770.3	3072	2873	0	0
AT3G44140.1	216	24.1385	0	0
AT1G14630.2	1186	987	0	0
AT1G14630.1	1020	821	12	8.64527
AT3G21480.1	3503	3304	43	7.69784
AT3G58760.4	1979	1780	0	0
AT3G58760.5	1946	1747	8.035	2.7204
AT3G58760.2	2050	1851	0	0
AT3G58760.6	1827	1628	22.9437	8.33584
AT3G58760.3	2017	1818	0	0
AT3G58760.1	1839	1640	20.0213	7.22085
AT2G03390.1	1459	1260	76.8635	36.082
AT2G03390.6	1475	1276	15.4146	7.14532
AT2G03390.3	1546	1347	0	0
AT2G03390.2	1210	1011	11.0039	6.43777
AT2G03390.7	1166	967	0	0
AT2G03390.4	1497	1298	14.0585	6.40627
AT2G03390.5	1476	1277	7.65946	3.54771
AT2G23093.2	1653	1454	0	0
AT2G23093.1	1834	1635	8	2.89409
AT1G62600.1	1548	1349	52	22.7998
AT1G62600.2	1253	1054	5.93013e-08	3.32785e-08
AT3G54925.1	546	347	0	0
AT4G29550.3	1296	1097	0	0
AT4G29550.1	1236	1037	0	0
AT4G29550.2	1382	1183	0	0
AT5G02280.1	661	462	38	48.6499
AT2G36080.2	1783	1584	0	0
AT2G36080.4	1695	1496	1.7319	0.68475
AT2G36080.1	1311	1112	40.8706	21.7393
AT2G36080.3	2143	1944	12.3975	3.77207
AT5G40830.2	1808	1609	0	0
AT5G40830.3	1497	1298	17.4543	7.95367
AT5G40830.1	1706	1507	42.5457	16.6987
AT3G58110.1	2818	2619	52.38	11.8296
AT3G58110.2	2618	2419	51.62	12.6218
AT2G46900.1	2280	2081	78	22.1699
AT3G13440.2	1065	866	5.37067	3.66818
AT3G13440.1	2047	1848	69.6293	22.2859
AT3G13440.3	969	770	0	0
AT5G08370.1	1572	1373	24.3009	10.4687
AT5G08370.2	1459	1260	21.6991	10.1862
AT5G02720.1	729	530	1.42815e-08	1.59382e-08
AT5G02720.2	987	788	0	0
AT3G44750.2	1057	858	133.74	92.1962
AT3G44750.1	1418	1219	20.2604	9.8307
AT4G13020.7	2169	1970	12.2752	3.68555
AT4G13020.8	1927	1728	0	0
AT4G13020.1	2261	2062	0.00237939	0.000682523
AT4G13020.2	1864	1665	57.6558	20.4818
AT4G13020.4	2094	1895	33.7028	10.5195
AT4G13020.6	2169	1970	0	0
AT4G13020.5	1887	1688	30.3639	10.6396
AT4G13020.3	1867	1668	0	0
AT1G23530.1	1139	940	7	4.40464
AT4G28710.1	5230	5031	136	15.9891
AT1G30795.1	713	514	0	0
AT3G30841.2	1817	1618	0	0
AT3G30841.1	1760	1561	16	6.06258
AT2G03667.2	2158	1959	0	0
AT2G03667.1	2081	1882	27	8.48564
AT1G34770.3	1075	876	0	0
AT1G34770.6	687	488	5.80178	7.03205
AT1G34770.2	1103	904	0	0
AT1G34770.4	940	741	2.19733	1.75395
AT1G34770.5	744	545	0	0
AT1G34770.1	1029	830	0.000886549	0.000631779
AT3G43240.1	2952	2753	93	19.981
AT1G79620.2	3366	3167	0	0
AT1G79620.3	3364	3165	0	0
AT1G79620.5	3284	3085	3.8001e-06	7.28585e-07
AT1G79620.4	3380	3181	24	4.4626
AT1G79620.1	3305	3106	0	0
AT2G24820.1	1825	1626	207	75.2991
AT4G33620.1	2526	2327	17.7515	4.51211
AT5G49310.1	1786	1587	1	0.372703
AT1G29810.1	948	749	8	6.31755
AT1G29810.2	590	391	0	0
AT4G28930.1	528	329	0	0
AT1G17470.2	1522	1323	46.2375	20.6716
AT1G17470.1	1602	1403	122.762	51.7545
AT1G34380.1	1380	1181	0	0
AT1G34380.3	1048	849	3.29258	2.29387
AT1G34380.2	1277	1078	4.70742	2.58288
AT5G36240.1	765	566	0	0
AT2G20120.1	1259	1060	56.7647	31.6747
AT2G20120.2	1203	1004	5.33664	3.14394
AT5G47670.3	1182	983	0	0
AT5G47670.1	1053	854	0	0
AT5G47670.2	1087	888	0	0
AT5G04070.1	1501	1302	13	5.90572
AT2G30690.2	2997	2798	0	0
AT2G30690.1	2896	2697	0	0
AT1G11785.1	643	444	0	0
AT1G27580.1	1221	1022	6.1068	3.5343
AT2G43850.1	1973	1774	12.8551	4.28609
AT2G43850.3	1703	1504	0	0
AT2G43850.2	1835	1636	12.1449	4.39088
AT4G18130.1	3912	3713	125	19.9125
AT1G23870.1	2973	2774	164	34.9686
AT3G49560.1	1227	1028	158	90.9084
AT5G36490.1	357	158	0	0
AT5G46030.2	926	727	0	0
AT5G46030.1	886	687	57	49.0748
AT5G46030.3	915	716	0	0
AT5G09650.1	1181	982	641	386.088
AT2G43000.1	1040	841	0	0
AT2G43000.2	1375	1176	0	0
AT1G52040.1	1751	1552	1836.27	699.819
AT3G05858.1	629	430	1	1.37554
AT5G60860.1	1046	847	24	16.7598
AT5G54035.1	258	59.1108	0	0
AT1G07901.1	153	7.28986	0	0
AT4G10220.1	1203	1004	0	0
AT3G23790.1	2716	2517	29	6.81483
AT4G02075.2	1476	1277	0	0
AT4G02075.3	1357	1158	0	0
AT4G02075.1	973	774	12	9.17024
AT5G36190.1	438	239	0	0
AT1G52650.1	1398	1199	2	0.986623
AT1G26750.1	809	610	31	30.0588
AT5G14980.1	984	785	0	0
AT5G50150.1	1846	1647	39	14.0059
AT2G15020.1	2088	1889	33	10.3329
AT3G45070.3	1093	894	0	0
AT3G45070.2	1211	1012	0	0
AT3G45070.1	1067	868	9	6.13286
AT4G22590.1	1763	1564	83	31.3893
AT5G30490.3	984	785	28.2836	21.3111
AT5G30490.2	1163	964	0	0
AT5G30490.1	1252	1053	15.7164	8.82806
AT5G22670.1	1332	1133	0	0
AT4G35060.1	1123	924	52	33.2868
AT1G11480.2	2175	1976	96.7299	28.9544
AT1G11480.1	2312	2113	46.2701	12.9521
AT3G49030.1	1332	1133	0	0
AT3G49030.2	1483	1284	0	0
AT1G12300.1	3238	3039	4	0.77852
AT5G47930.1	718	519	326	371.527
AT1G61093.1	731	532	0	0
AT2G37970.1	836	637	118	109.568
AT3G02420.2	1674	1475	0	0
AT3G02420.1	1534	1335	67	29.6848
AT1G58190.2	3294	3095	1.28579	0.245726
AT1G58190.4	2864	2665	0	0
AT1G58190.3	3241	3042	0	0
AT1G58190.1	3168	2969	11.7142	2.33369
AT1G09860.1	1396	1197	0	0
AT1G13280.1	1343	1144	171	88.4118
AT5G15300.1	1957	1758	2	0.672901
AT4G34131.1	1762	1563	60.5801	22.9251
AT2G02130.1	707	508	168	195.608
AT5G03435.2	2496	2297	0	0
AT5G03435.1	2369	2170	1	0.272572
AT3G18830.1	1997	1798	236	77.6359
AT2G03570.1	270	71.016	0	0
AT4G21670.1	3900	3701	85	13.5844
AT1G02230.1	1436	1237	1	0.478157
AT5G20140.1	1363	1164	28.7016	14.5846
AT5G20140.2	1416	1217	36.2984	17.6416
AT1G11630.1	1712	1513	17	6.64585
AT4G19440.1	3531	3332	24	4.26036
AT4G19440.3	3555	3356	0	0
AT4G19440.2	3371	3172	0	0
AT4G19440.4	3552	3353	0	0
AT3G51890.1	1210	1011	18	10.5308
AT1G44085.1	273	74.0093	0	0
AT1G07390.1	3267	3068	7.99999	1.54232
AT1G07390.4	3615	3416	0	0
AT1G07390.3	3418	3219	0	0
AT1G07390.5	3451	3252	0	0
AT1G07390.2	3304	3105	1.07261e-05	2.04324e-06
AT1G13607.1	452	253	0	0
AT1G08580.1	855	656	98	88.3614
AT2G25125.1	225	29.9375	0	0
AT1G59750.2	2472	2273	0.00675434	0.00175761
AT1G59750.3	2353	2154	42.4698	11.662
AT1G59750.1	2545	2346	85.5234	21.5624
AT1G59750.4	2558	2359	0	0
AT3G25950.1	1170	971	6	3.65487
AT5G22145.1	411	212	0	0
AT1G70209.1	144	6.5079	0	0
AT1G63660.1	2136	1937	12.6601	3.86588
AT1G63660.2	1983	1784	76.3399	25.3103
AT2G21660.1	1165	966	99.1421	60.7046
AT2G21660.2	785	586	239.858	242.101
AT1G15320.2	1127	928	0	0
AT1G15320.1	1450	1251	0	0
AT1G79310.1	1675	1476	38	15.2278
AT5G42980.1	1035	836	1052.82	744.884
AT1G70750.1	3211	3012	35	6.87311
AT5G35840.1	3802	3603	82	13.4614
AT2G45210.1	1177	978	13	7.86221
AT1G29390.1	1049	850	56.8967	39.5921
AT1G29390.2	1103	904	10.7775	7.05161
AT4G16460.2	1242	1043	0	0
AT4G16460.3	1168	969	0	0
AT4G16460.1	1153	954	0	0
AT5G50210.1	2691	2492	122	28.9569
AT1G17870.1	1856	1657	8	2.85567
AT5G38360.2	1459	1260	0	0
AT5G38360.1	1083	884	10.2781	6.87703
AT5G38360.3	1372	1173	12.7219	6.41496
AT1G15020.1	2139	1940	3.15976	0.963368
AT1G15020.2	2329	2130	44.8402	12.4517
AT1G15020.3	2244	2045	0	0
AT1G23090.4	2538	2339	0	0
AT1G23090.1	2489	2290	76.6237	19.791
AT1G23090.3	2605	2406	27.3763	6.73006
AT1G23090.2	2690	2491	0	0
AT4G01790.1	680	481	2	2.45938
AT4G38190.1	3749	3550	0	0
AT1G72810.1	2515	2316	60.3986	15.4251
AT5G45573.1	588	389	0	0
AT2G01755.1	588	389	2.21212	3.36357
AT2G01755.2	621	422	11.7276	16.4375
AT5G25770.2	1588	1389	2.06017e-05	8.77287e-06
AT5G25770.1	1831	1632	13.9487	5.05539
AT5G25770.3	1597	1398	42.0513	17.7915
AT1G56610.3	2170	1971	0	0
AT1G56610.2	2161	1962	16.3961	4.94289
AT1G56610.1	2425	2226	11.6039	3.08333
AT4G09649.1	138	6.07083	0	0
AT2G03210.2	1900	1701	0	0
AT2G03210.3	1809	1610	0	0
AT2G03210.1	1620	1421	1	0.416242
AT3G45990.1	402	203	0	0
AT5G51470.2	1745	1546	2	0.765175
AT5G51470.1	2031	1832	0	0
AT3G46350.1	1335	1136	0	0
AT5G64170.1	2537	2338	288.536	72.9954
AT5G64170.2	2667	2468	101.305	24.2788
AT5G64170.3	2575	2376	0.00971021	0.00241725
AT3G24850.1	1080	881	0	0
AT2G27630.1	4276	4077	2	0.290155
AT4G01590.2	1045	846	0	0
AT4G01590.3	979	780	16.1745	12.2652
AT4G01590.1	1067	868	44.7668	30.5054
AT5G35970.1	3475	3276	651	117.538
AT2G31390.1	1466	1267	450	210.076
AT4G14315.1	495	296	0	0
AT2G14635.1	371	172	0	0
AT1G53460.1	1519	1320	23	10.3061
AT5G52240.2	789	590	37.1765	37.2697
AT5G52240.1	1129	930	125.824	80.0238
AT2G23250.1	1317	1118	0	0
AT3G62270.1	2948	2749	72	15.4917
AT2G04400.1	1428	1229	215	103.473
AT1G76420.1	1438	1239	1	0.477385
AT2G29150.1	807	608	0	0
AT5G58090.1	1929	1730	89	30.4288
AT5G06950.3	1643	1444	7.84833	3.21477
AT5G06950.5	2031	1832	0	0
AT5G06950.1	1867	1668	10.5572	3.74362
AT5G06950.4	1558	1359	7.0235	3.05685
AT5G06950.2	1624	1425	12.571	5.21789
AT4G35350.2	1340	1141	0	0
AT4G35350.1	1317	1118	46	24.3364
AT4G04930.1	1409	1210	1	0.488827
AT2G37900.2	2425	2226	0	0
AT2G37900.1	2299	2100	5	1.40829
AT5G19875.1	1098	899	16	10.5269
AT1G19350.3	1465	1266	0	0
AT1G19350.4	1502	1303	90.3718	41.0231
AT1G19350.6	1304	1105	76.8887	41.1567
AT1G19350.1	2202	2003	58.7004	17.3341
AT1G19350.5	1468	1269	0	0
AT3G06710.1	1631	1432	3	1.23913
AT4G29190.1	1533	1334	58	25.7165
AT1G68220.1	1007	808	20	14.6406
AT2G33060.1	2779	2580	17.8136	4.08388
AT4G17080.1	2214	2015	52	15.264
AT4G15700.1	767	568	8	8.33071
AT1G28327.1	1267	1068	0	0
AT3G56900.1	1692	1493	24	9.50805
AT3G25200.1	507	308	0	0
AT1G15825.1	536	337	7.16123	12.5689
AT3G49307.1	538	339	0	0
ATMG00500.1	426	227	0	0
AT4G12680.1	1910	1711	17	5.87678
AT2G19540.1	1653	1454	139	56.5445
AT2G40190.1	1784	1585	26	9.70251
AT1G59830.1	1462	1263	36.0857	16.8994
AT1G59830.2	1357	1158	31.9143	16.3011
AT1G67325.2	1734	1535	16.2262	6.25243
AT1G67325.1	1261	1062	39.7738	22.152
AT5G64310.1	946	747	83	65.72
AT5G24280.3	4846	4647	6.22071	0.791785
AT5G24280.1	4826	4627	0	0
AT5G24280.2	5050	4851	23.7793	2.8994
AT3G06360.1	817	618	2	1.91418
AT5G53770.1	1903	1704	44	15.273
AT3G25719.1	237	39.4185	0	0
AT3G07230.1	636	437	75	101.513
AT3G21352.1	582	383	0	0
AT2G32835.1	288	89.0004	0	0
AT5G50345.1	391	192	0	0
AT3G02610.1	1236	1037	10.4562	5.96399
AT3G02610.2	1444	1245	0	0
AT4G31354.2	421	222	0	0
AT4G31354.1	547	348	0	0
AT4G31354.3	331	132	1	4.48091
AT3G18270.1	1846	1647	45	16.1607
AT4G35680.1	1006	807	1	0.732937
AT2G28490.1	1780	1581	0	0
AT1G54215.1	853	654	0	0
AT3G24200.2	2212	2013	5.17747	1.5213
AT3G24200.1	1892	1693	73.8225	25.7912
AT5G46680.1	1770	1571	4	1.506
AT1G13080.2	1615	1416	37.0034	15.4568
AT1G13080.1	1908	1709	34.9966	12.1122
AT3G49630.3	1392	1193	0	0
AT3G49630.1	1054	855	1.05335	0.728699
AT3G49630.2	1441	1242	0	0
AT3G47965.1	522	323	22	40.2866
AT1G53060.1	1108	909	7	4.55485
AT2G26920.1	2276	2077	84	23.9212
AT5G66980.1	1025	826	0	0
AT5G19175.1	361	162	0	0
AT5G04770.1	2423	2224	8.05797	2.14304
AT5G04770.2	2719	2520	0	0
AT5G04770.3	2147	1948	2.94203	0.893302
AT5G45400.1	3360	3161	39.0755	7.31173
AT1G75945.1	461	262	1	2.25756
AT1G19980.1	1586	1387	7	2.98512
AT3G19810.1	1543	1344	56.9477	25.0621
AT3G19810.2	1378	1179	1.05229	0.52791
AT4G24670.1	2033	1834	0.0293359	0.00946107
AT4G24670.2	2022	1823	25.9707	8.42629
AT2G04066.1	516	317	0	0
AT1G30520.1	2479	2280	5.11415	1.32672
AT1G30520.4	2146	1947	25.8859	7.86388
AT1G30520.2	2479	2280	5.11415	1.32672
AT1G30520.3	2146	1947	25.8859	7.86388
AT5G22030.1	2616	2417	43.0862	10.5439
AT5G22030.2	3126	2927	23.9138	4.83244
AT1G19490.1	1939	1740	18	6.11876
AT4G27780.1	1595	1396	40	16.9479
AT4G27780.2	1633	1434	0	0
AT1G56130.1	3265	3066	0	0
AT1G56130.3	2869	2670	7.67177	1.69951
AT1G56130.2	3410	3211	0	0
AT5G16270.1	3795	3596	182	29.9359
AT3G24460.1	2652	2453	3.61364	0.87134
AT3G24460.2	2129	1930	12.3864	3.796
AT4G16280.3	2088	1889	0	0
AT4G16280.1	4888	4689	16.4972	2.081
AT4G16280.2	3107	2908	29.5028	6.00079
AT4G16280.4	2903	2704	0	0
AT1G17990.2	1406	1207	48.1219	23.5818
AT1G17990.1	1570	1371	66.878	28.8527
AT5G45550.1	1082	883	95	63.636
AT1G16916.2	685	486	2.74576	3.3417
AT1G16916.1	508	309	10.2542	19.6284
AT5G57280.1	1204	1005	47	27.6613
AT5G17340.1	645	446	0	0
AT2G24460.1	1062	863	0	0
AT3G50380.1	9303	9104	42.0855	2.73427
AT3G50380.3	9484	9285	2.4736	0.157575
AT3G50380.2	9735	9536	59.4118	3.68508
AT3G50380.4	9582	9383	40.029	2.52333
AT1G12580.1	2124	1925	102	31.3408
AT3G43432.1	308	109	0	0
