target_id	length	eff_length	est_counts	tpm
AT2G46180.1	2540	2341	31	6.47038
AT2G22270.1	1398	1199	0	0
AT2G22270.2	1174	975	19	9.52179
AT2G43660.1	471	272	0	0
AT2G43660.2	597	398	0	0
AT1G03910.2	2466	2267	0	0
AT1G03910.1	2565	2366	150	30.9775
AT1G77590.1	2692	2493	148	29.0074
AT1G77590.2	2669	2470	0	0
AT1G79020.1	2134	1935	23	5.80786
AT5G24420.1	1321	1122	20	8.70977
AT5G39490.1	1701	1502	0	0
AT3G26922.2	1894	1695	0	0
AT3G26922.1	1793	1594	0	0
AT3G26922.4	1661	1462	0	0
AT3G26922.5	1642	1443	11.8073	3.9981
AT3G26922.3	1711	1512	0	0
AT3G50450.1	926	727	0	0
AT3G17160.1	882	683	80	57.232
AT1G34315.1	819	620	2	1.57619
AT5G08580.2	1818	1619	0	0
AT5G08580.1	1736	1537	45	14.3057
AT2G28360.1	3032	2833	40	6.89895
AT4G25000.1	1606	1407	0	0
AT5G27410.4	1734	1535	25.5703	8.13948
AT5G27410.1	2156	1957	0	0
AT5G27410.3	2229	2030	6.20449	1.49341
AT5G27410.2	3153	2954	13.521	2.2365
AT5G65200.1	1982	1783	20	5.48085
AT5G23535.1	1015	816	68	40.7182
AT5G23535.2	830	631	0	0
AT1G05230.1	3520	3321	0	0
AT1G05230.5	3644	3445	0	0
AT1G05230.12	2134	1935	0	0
AT1G05230.6	3553	3354	0	0
AT1G05230.2	2983	2784	29.6611	5.2058
AT1G05230.11	2424	2225	0	0
AT1G05230.3	2678	2479	36.8119	7.25573
AT1G05230.7	3526	3327	0	0
AT1G05230.10	2557	2358	0	0
AT1G05230.9	3140	2941	0	0
AT1G05230.4	2974	2775	15.527	2.73397
AT1G05230.8	3231	3032	0	0
AT1G79830.1	3669	3470	100.998	14.2217
AT1G79830.3	3588	3389	0.183976	0.0265252
AT1G79830.2	3278	3079	149.818	23.7752
AT1G79830.4	3547	3348	1.43495e-07	2.09421e-08
AT1G79830.5	3718	3519	0	0
AT5G09480.1	840	641	57	43.4496
AT5G56480.1	409	210	0	0
AT5G60820.1	1648	1449	19	6.407
AT5G55820.7	5630	5431	0.424443	0.0381864
AT5G55820.5	5831	5632	0	0
AT5G55820.8	5630	5431	4.34141e-08	3.9059e-09
AT5G55820.10	5271	5072	0	0
AT5G55820.4	5292	5093	0	0
AT5G55820.9	5896	5697	0.0044058	0.000377874
AT5G55820.2	5622	5423	0	0
AT5G55820.11	5449	5250	44.2483	4.11819
AT5G55820.3	5610	5411	13.1684	1.18911
AT5G55820.6	5642	5443	0	0
AT5G55820.1	5481	5282	0.15449	0.0142913
AT5G44950.1	1317	1118	0	0
AT4G31140.1	2171	1972	50	12.3889
AT4G35910.1	2164	1965	43	10.6924
AT3G56220.2	541	342	1.24176	1.77411
AT3G56220.1	905	706	7.75824	5.36943
AT2G19970.1	926	727	12	8.06522
AT5G54520.1	1864	1665	12	3.52157
AT2G04032.1	1403	1204	10	4.05829
AT5G03455.1	704	505	54	52.2483
AT5G03455.2	1006	807	0	0
AT1G48140.2	563	364	6.95556	9.33684
AT1G48140.1	743	544	6.04444	5.42909
AT4G15050.1	1191	992	0	0
ATCG00420.1	477	278	0	0
AT5G30360.1	420	221	0	0
AT2G32600.1	1301	1102	69	30.594
AT2G41010.1	1250	1051	24	11.1578
AT5G07170.2	1274	1075	0	0
AT5G07170.1	1612	1413	0	0
AT5G32670.1	700	501	0	0
AT1G60250.1	756	557	0	0
AT4G09012.1	1175	976	2	1.00127
AT3G26355.1	64	3.36374	0	0
AT5G02710.1	1195	996	53.0233	26.0122
AT5G02710.2	1778	1579	0	0
AT5G02710.3	1348	1149	10.9767	4.66789
AT4G10110.1	836	637	16	12.273
AT5G13900.1	754	555	9	7.92353
AT5G16380.1	1108	909	11	5.91287
AT5G40630.1	937	738	5	3.31042
AT1G55670.1	780	581	3182.95	2676.85
AT5G66940.1	897	698	11	7.70028
AT3G06520.1	1598	1399	6	2.09557
AT3G06520.2	1668	1469	0	0
AT3G52870.1	1811	1612	148	44.8607
AT3G02900.2	759	560	6.14826	5.36455
AT3G02900.1	852	653	63.8517	47.7781
AT1G31520.1	399	200	0	0
AT5G57660.1	1564	1365	430	153.924
AT3G09110.1	1666	1467	0	0
AT4G23690.1	1139	940	59	30.6686
AT1G05035.1	363	164	0	0
AT5G45700.1	1180	981	27	13.4482
AT5G40410.1	1981	1782	0	0
AT3G06580.1	2012	1813	104	28.0288
AT3G14920.1	2536	2337	73	15.2628
AT1G77610.1	1617	1418	126	43.4174
AT1G19170.1	1827	1628	43	12.9058
AT2G20740.1	1179	980	36.1475	18.0228
AT2G20740.2	935	736	6.85246	4.54923
AT2G20740.3	815	616	0	0
AT3G26940.1	1793	1594	0	0
AT4G27150.1	735	536	0	0
AT2G26000.1	1672	1473	18.8897	6.26601
AT2G26000.2	1892	1693	0	0
AT2G26000.3	2370	2171	3.11032	0.700026
AT5G38743.1	183	11.741	0	0
AT4G15210.4	2461	2262	0	0
AT4G15210.1	2066	1867	0	0
AT4G15210.3	2291	2092	0	0
AT4G15210.2	1890	1691	0	0
AT1G29070.1	819	620	795	626.534
AT4G27570.1	1655	1456	0	0
AT5G65560.3	3618	3419	13.6233	1.94694
AT5G65560.2	3697	3498	0	0
AT5G65560.1	3623	3424	13.3767	1.90891
AT1G04170.1	1860	1661	333	97.9589
AT1G04170.2	2026	1827	0	0
ATCG00905.1	258	59.1108	3.5	28.9315
AT1G29250.1	795	596	95	77.8837
AT3G51050.1	2543	2344	141	29.3921
AT5G23060.2	1608	1409	0	0
AT5G23060.1	1529	1330	844	310.07
AT4G14770.2	3098	2899	10.947	1.84509
AT4G14770.1	3064	2865	62.0611	10.5844
AT4G14770.3	3072	2873	0	0
AT3G44140.1	216	24.1385	0	0
AT1G14630.2	1186	987	5.94578	2.94348
AT1G14630.1	1020	821	7.05422	4.19832
AT3G21480.1	3503	3304	41	6.06336
AT3G58760.4	1979	1780	0	0
AT3G58760.5	1946	1747	0	0
AT3G58760.2	2050	1851	0	0
AT3G58760.6	1827	1628	0	0
AT3G58760.3	2017	1818	0	0
AT3G58760.1	1839	1640	45	13.4072
AT2G03390.1	1459	1260	84.8431	32.9015
AT2G03390.6	1475	1276	0	0
AT2G03390.3	1546	1347	0	0
AT2G03390.2	1210	1011	10.6832	5.16321
AT2G03390.7	1166	967	0	0
AT2G03390.4	1497	1298	24.5596	9.24521
AT2G03390.5	1476	1277	10.914	4.17602
AT2G23093.2	1653	1454	8	2.68841
AT2G23093.1	1834	1635	0	0
AT1G62600.1	1548	1349	57	20.6458
AT1G62600.2	1253	1054	0	0
AT3G54925.1	546	347	0	0
AT4G29550.3	1296	1097	0	0
AT4G29550.1	1236	1037	1	0.471184
AT4G29550.2	1382	1183	0	0
AT5G02280.1	661	462	45	47.5927
AT2G36080.2	1783	1584	0	0
AT2G36080.4	1695	1496	1.75301	0.57256
AT2G36080.1	1311	1112	25.2309	11.0866
AT2G36080.3	2143	1944	2.01614	0.50675
AT5G40830.2	1808	1609	15.7745	4.79037
AT5G40830.3	1497	1298	8.98485	3.38225
AT5G40830.1	1706	1507	50.1202	16.2506
AT3G58110.1	2818	2619	104.76	19.5447
AT3G58110.2	2618	2419	26.3204	5.3165
AT2G46900.1	2280	2081	84	19.7232
AT3G13440.2	1065	866	0	0
AT3G13440.1	2047	1848	87	23.0031
AT3G13440.3	969	770	0	0
AT5G08370.1	1572	1373	24.3004	8.64792
AT5G08370.2	1459	1260	2.69965	1.0469
AT5G02720.1	729	530	0	0
AT5G02720.2	987	788	0	0
AT3G44750.2	1057	858	102.349	58.2862
AT3G44750.1	1418	1219	50.651	20.3027
AT4G13020.7	2169	1970	33.7101	8.3611
AT4G13020.8	1927	1728	0	0
AT4G13020.1	2261	2062	36.5901	8.6705
AT4G13020.2	1864	1665	27.1401	7.96463
AT4G13020.4	2094	1895	49.2656	12.7029
AT4G13020.6	2169	1970	0	0
AT4G13020.5	1887	1688	6.29417	1.82195
AT4G13020.3	1867	1668	0	0
AT1G23530.1	1139	940	15	7.79709
AT4G28710.1	5230	5031	104	10.1006
AT1G30795.1	713	514	0	0
AT3G30841.2	1817	1618	21.9998	6.64369
AT3G30841.1	1760	1561	0.0001986	6.21648e-05
AT2G03667.2	2158	1959	0	0
AT2G03667.1	2081	1882	9	2.33664
AT1G34770.3	1075	876	0	0
AT1G34770.6	687	488	0	0
AT1G34770.2	1103	904	0	0
AT1G34770.4	940	741	14	9.23165
AT1G34770.5	744	545	0	0
AT1G34770.1	1029	830	0	0
AT3G43240.1	2952	2753	66	11.7141
AT1G79620.2	3366	3167	0	0
AT1G79620.3	3364	3165	4.43502e-07	6.84686e-08
AT1G79620.5	3284	3085	0	0
AT1G79620.4	3380	3181	0	0
AT1G79620.1	3305	3106	18	2.83166
AT2G24820.1	1825	1626	254	76.3278
AT4G33620.1	2526	2327	17.4492	3.66395
AT5G49310.1	1786	1587	0	0
AT1G29810.1	948	749	12.5531	8.18913
AT1G29810.2	590	391	7.44693	9.30614
AT4G28930.1	528	329	1	1.48516
AT1G17470.2	1522	1323	0	0
AT1G17470.1	1602	1403	203	70.6981
AT1G34380.1	1380	1181	0	0
AT1G34380.3	1048	849	0	0
AT1G34380.2	1277	1078	7	3.17284
AT5G36240.1	765	566	0	0
AT2G20120.1	1259	1060	18.9286	8.72532
AT2G20120.2	1203	1004	53.01	25.7984
AT5G47670.3	1182	983	0	0
AT5G47670.1	1053	854	0	0
AT5G47670.2	1087	888	0	0
AT5G04070.1	1501	1302	10	3.75283
AT2G30690.2	2997	2798	0	0
AT2G30690.1	2896	2697	0	0
AT1G11785.1	643	444	0	0
AT1G27580.1	1221	1022	0	0
AT2G43850.1	1973	1774	0	0
AT2G43850.3	1703	1504	0	0
AT2G43850.2	1835	1636	21	6.27199
AT4G18130.1	3912	3713	121	15.9232
AT1G23870.1	2973	2774	167	29.4157
AT3G49560.1	1227	1028	152	72.247
AT5G36490.1	357	158	0	0
AT5G46030.2	926	727	0	0
AT5G46030.1	886	687	82	58.3212
AT5G46030.3	915	716	0	0
AT5G09650.1	1181	982	586	291.579
AT2G43000.1	1040	841	2	1.16199
AT2G43000.2	1375	1176	0	0
AT1G52040.1	1751	1552	64.9465	20.4472
AT3G05858.1	629	430	2	2.27264
AT5G60860.1	1046	847	30	17.3064
AT5G54035.1	258	59.1108	0	0
AT1G07901.1	153	7.28986	0	0
AT4G10220.1	1203	1004	1	0.486671
AT3G23790.1	2716	2517	20	3.88254
AT4G02075.2	1476	1277	10.7311	4.10603
AT4G02075.3	1357	1158	5.34703	2.25618
AT4G02075.1	973	774	12.9219	8.15744
AT5G36190.1	438	239	0	0
AT1G52650.1	1398	1199	3	1.22256
AT1G26750.1	809	610	33	26.4334
AT5G14980.1	984	785	1	0.622443
AT5G50150.1	1846	1647	47	13.9436
AT2G15020.1	2088	1889	59	15.2612
AT3G45070.3	1093	894	0	0
AT3G45070.2	1211	1012	0	0
AT3G45070.1	1067	868	11	6.19216
AT4G22590.1	1763	1564	62	19.3698
AT5G30490.3	984	785	7.56716	4.71013
AT5G30490.2	1163	964	0	0
AT5G30490.1	1252	1053	31.4328	14.5856
AT5G22670.1	1332	1133	0	0
AT4G35060.1	1123	924	50	26.4404
AT1G11480.2	2175	1976	64.6131	15.9773
AT1G11480.1	2312	2113	123.387	28.5324
AT3G49030.1	1332	1133	0	0
AT3G49030.2	1483	1284	0	0
AT1G12300.1	3238	3039	16	2.57252
AT5G47930.1	718	519	412	387.882
AT1G61093.1	731	532	0	0
AT2G37970.1	836	637	121	92.8144
AT3G02420.2	1674	1475	6.8378	2.26513
AT3G02420.1	1534	1335	88.1622	32.2679
AT1G58190.2	3294	3095	9.71336	1.53348
AT1G58190.4	2864	2665	0	0
AT1G58190.3	3241	3042	0	0
AT1G58190.1	3168	2969	11.2866	1.85748
AT1G09860.1	1396	1197	1	0.408202
AT1G13280.1	1343	1144	63	26.9082
AT5G15300.1	1957	1758	1	0.27794
AT4G34131.1	1762	1563	80.3241	25.1105
AT2G02130.1	707	508	232	223.148
AT5G03435.2	2496	2297	0	0
AT5G03435.1	2369	2170	1	0.22517
AT3G18830.1	1997	1798	135	36.6871
AT2G03570.1	270	71.016	0	0
AT4G21670.1	3900	3701	104	13.7304
AT1G02230.1	1436	1237	3	1.18501
AT5G20140.1	1363	1164	79.1192	33.2122
AT5G20140.2	1416	1217	10.8808	4.36859
AT1G11630.1	1712	1513	22	7.10482
AT4G19440.1	3531	3332	0	0
AT4G19440.3	3555	3356	0	0
AT4G19440.2	3371	3172	12.4751	1.92168
AT4G19440.4	3552	3353	18.5249	2.69955
AT3G51890.1	1210	1011	10	4.83302
AT1G44085.1	273	74.0093	0	0
AT1G07390.1	3267	3068	18	2.86673
AT1G07390.4	3615	3416	0	0
AT1G07390.3	3418	3219	0	0
AT1G07390.5	3451	3252	0	0
AT1G07390.2	3304	3105	0	0
AT1G13607.1	452	253	2	3.86259
AT1G08580.1	855	656	87	64.8015
AT2G25125.1	225	29.9375	0	0
AT1G59750.2	2472	2273	91.2034	19.6056
AT1G59750.3	2353	2154	44.5295	10.1012
AT1G59750.1	2545	2346	8.86804e-08	1.84701e-08
AT1G59750.4	2558	2359	21.2671	4.40505
AT3G25950.1	1170	971	3	1.50963
AT5G22145.1	411	212	0	0
AT1G70209.1	144	6.5079	0	0
AT1G63660.1	2136	1937	63.3007	15.9679
AT1G63660.2	1983	1784	50.6993	13.886
AT2G21660.1	1165	966	147.442	74.5785
AT2G21660.2	785	586	284.082	236.873
AT1G15320.2	1127	928	0	0
AT1G15320.1	1450	1251	0	0
AT1G79310.1	1675	1476	2	0.662084
AT5G42980.1	1035	836	882.735	515.933
AT1G70750.1	3211	3012	27	4.38004
AT5G35840.1	3802	3603	103	13.9683
AT2G45210.1	1177	978	23	11.491
AT1G29390.1	1049	850	74.8922	43.0514
AT1G29390.2	1103	904	6.7742	3.6615
AT4G16460.2	1242	1043	0	0
AT4G16460.3	1168	969	0	0
AT4G16460.1	1153	954	0	0
AT5G50210.1	2691	2492	136	26.6661
AT1G17870.1	1856	1657	27	7.96179
AT5G38360.2	1459	1260	0	0
AT5G38360.1	1083	884	0.00402506	0.00222479
AT5G38360.3	1372	1173	23.996	9.99562
AT1G15020.1	2139	1940	0.000448809	0.000113039
AT1G15020.2	2329	2130	50.9996	11.6992
AT1G15020.3	2244	2045	0	0
AT1G23090.4	2538	2339	0	0
AT1G23090.1	2489	2290	64.1401	13.6856
AT1G23090.3	2605	2406	15.8599	3.22088
AT1G23090.2	2690	2491	0	0
AT4G01790.1	680	481	9	9.14254
AT4G38190.1	3749	3550	0	0
AT1G72810.1	2515	2316	74.2617	15.6674
AT5G45573.1	588	389	0	0
AT2G01755.1	588	389	18.0974	22.732
AT2G01755.2	621	422	0	0
AT5G25770.2	1588	1389	16.2436	5.71411
AT5G25770.1	1831	1632	6.71669	2.01097
AT5G25770.3	1597	1398	0.0397462	0.0138918
AT1G56610.3	2170	1971	0.473062	0.117274
AT1G56610.2	2161	1962	33.5269	8.34957
AT1G56610.1	2425	2226	0	0
AT4G09649.1	138	6.07083	0	0
AT2G03210.2	1900	1701	0	0
AT2G03210.3	1809	1610	0	0
AT2G03210.1	1620	1421	0	0
AT3G45990.1	402	203	0	0
AT5G51470.2	1745	1546	0	0
AT5G51470.1	2031	1832	0	0
AT3G46350.1	1335	1136	0	0
AT5G64170.1	2537	2338	358.336	74.8886
AT5G64170.2	2667	2468	106.233	21.0322
AT5G64170.3	2575	2376	1.46108e-08	3.00467e-09
AT3G24850.1	1080	881	0	0
AT2G27630.1	4276	4077	0	0
AT4G01590.2	1045	846	48.0159	27.7322
AT4G01590.3	979	780	20.8129	13.0379
AT4G01590.1	1067	868	2.03542e-06	1.14579e-06
AT5G35970.1	3475	3276	1406	209.706
AT2G31390.1	1466	1267	448	172.771
AT4G14315.1	495	296	0	0
AT2G14635.1	371	172	0	0
AT1G53460.1	1519	1320	23	8.5138
AT5G52240.2	789	590	43.6176	36.1227
AT5G52240.1	1129	930	161.382	84.7896
AT2G23250.1	1317	1118	0	0
AT3G62270.1	2948	2749	101	17.9521
AT2G04400.1	1428	1229	108	42.9379
AT1G76420.1	1438	1239	2	0.788729
AT2G29150.1	807	608	0	0
AT5G58090.1	1929	1730	134	37.8467
AT5G06950.3	1643	1444	0	0
AT5G06950.5	2031	1832	0	0
AT5G06950.1	1867	1668	0	0
AT5G06950.4	1558	1359	34	12.2244
AT5G06950.2	1624	1425	0	0
AT4G35350.2	1340	1141	16.6937	7.14885
AT4G35350.1	1317	1118	49.3063	21.5491
AT4G04930.1	1409	1210	0	0
AT2G37900.2	2425	2226	0	0
AT2G37900.1	2299	2100	5	1.16338
AT5G19875.1	1098	899	27	14.6748
AT1G19350.3	1465	1266	0.0061668	0.0023801
AT1G19350.4	1502	1303	144.408	54.1524
AT1G19350.6	1304	1105	42.0923	18.6127
AT1G19350.1	2202	2003	64.5597	15.7489
AT1G19350.5	1468	1269	0.000680879	0.000262167
AT3G06710.1	1631	1432	1	0.341214
AT4G29190.1	1533	1334	75	27.471
AT1G68220.1	1007	808	32	19.3512
AT2G33060.1	2779	2580	25.865	4.89849
AT4G17080.1	2214	2015	71	17.2168
AT4G15700.1	767	568	13.5502	11.6565
AT1G28327.1	1267	1068	0	0
AT3G56900.1	1692	1493	23	7.52727
AT3G25200.1	507	308	0	0
AT1G15825.1	536	337	8.73877	12.6704
AT3G49307.1	538	339	0	0
ATMG00500.1	426	227	0	0
AT4G12680.1	1910	1711	11	3.14132
AT2G19540.1	1653	1454	170	57.1286
AT2G40190.1	1784	1585	28	8.63174
AT1G59830.1	1462	1263	60.1429	23.2675
AT1G59830.2	1357	1158	19.8571	8.37872
AT1G67325.2	1734	1535	19.4715	6.19811
AT1G67325.1	1261	1062	34.5285	15.8863
AT5G64310.1	946	747	120	78.4928
AT5G24280.3	4846	4647	0.389706	0.0409764
AT5G24280.1	4826	4627	21.6103	2.28208
AT5G24280.2	5050	4851	0	0
AT3G06360.1	817	618	2	1.58129
AT5G53770.1	1903	1704	41	11.7567
AT3G25719.1	237	39.4185	0	0
AT3G07230.1	636	437	119	133.056
AT3G21352.1	582	383	0	0
AT2G32835.1	288	89.0004	0	0
AT5G50345.1	391	192	0	0
AT3G02610.1	1236	1037	3	1.41355
AT3G02610.2	1444	1245	0	0
AT4G31354.2	421	222	1	2.20098
AT4G31354.1	547	348	4	5.6163
AT4G31354.3	331	132	0	0
AT3G18270.1	1846	1647	32	9.49349
AT4G35680.1	1006	807	0	0
AT2G28490.1	1780	1581	0	0
AT1G54215.1	853	654	0	0
AT3G24200.2	2212	2013	0	0
AT3G24200.1	1892	1693	50	14.4305
AT5G46680.1	1770	1571	4	1.24409
AT1G13080.2	1615	1416	31.3379	10.8137
AT1G13080.1	1908	1709	46.6621	13.3411
AT3G49630.3	1392	1193	0	0
AT3G49630.1	1054	855	0	0
AT3G49630.2	1441	1242	3	1.18024
AT3G47965.1	522	323	27	40.8442
AT1G53060.1	1108	909	4	2.15013
AT2G26920.1	2276	2077	75	17.6439
AT5G66980.1	1025	826	0	0
AT5G19175.1	361	162	0	0
AT5G04770.1	2423	2224	0	0
AT5G04770.2	2719	2520	0	0
AT5G04770.3	2147	1948	17	4.26412
AT5G45400.1	3360	3161	30.9161	4.77892
AT1G75945.1	461	262	0	0
AT1G19980.1	1586	1387	13	4.57969
AT3G19810.1	1543	1344	48.8716	17.7675
AT3G19810.2	1378	1179	3.1284	1.29651
AT4G24670.1	2033	1834	0.143573	0.0382511
AT4G24670.2	2022	1823	38.8564	10.4147
AT2G04066.1	516	317	0	0
AT1G30520.1	2479	2280	8.67622	1.85937
AT1G30520.4	2146	1947	31.8238	7.98648
AT1G30520.2	2479	2280	8.67622	1.85937
AT1G30520.3	2146	1947	31.8238	7.98648
AT5G22030.1	2616	2417	16.251	3.28528
AT5G22030.2	3126	2927	79.749	13.3129
AT1G19490.1	1939	1740	24	6.73956
AT4G27780.1	1595	1396	41	14.3505
AT4G27780.2	1633	1434	0	0
AT1G56130.1	3265	3066	0	0
AT1G56130.3	2869	2670	0	0
AT1G56130.2	3410	3211	5.13645	0.781614
AT5G16270.1	3795	3596	167	22.6917
AT3G24460.1	2652	2453	0	0
AT3G24460.2	2129	1930	42	10.6331
AT4G16280.3	2088	1889	0.856293	0.221493
AT4G16280.1	4888	4689	9.18866	0.957506
AT4G16280.2	3107	2908	36.6289	6.15459
AT4G16280.4	2903	2704	4.3261	0.781735
AT1G17990.2	1406	1207	12.8447	5.19978
AT1G17990.1	1570	1371	0	0
AT5G45550.1	1082	883	100	55.3361
AT1G16916.2	685	486	0	0
AT1G16916.1	508	309	16	25.3006
AT5G57280.1	1204	1005	44	21.3922
AT5G17340.1	645	446	0	0
AT2G24460.1	1062	863	0	0
AT3G50380.1	9303	9104	30.1696	1.61922
AT3G50380.3	9484	9285	0.00048922	2.5745e-05
AT3G50380.2	9735	9536	2.90908e-05	1.49059e-06
AT3G50380.4	9582	9383	100.83	5.2507
AT1G12580.1	2124	1925	138	35.0282
AT3G43432.1	308	109	0	0
AT3G56420.3	1170	971	0	0
