target_id	length	eff_length	est_counts	tpm
AT3G48840.1	757	558	0	0
AT3G48840.2	667	468	2	1.14054
AT5G61800.1	1629	1430	6	1.11981
AT5G01445.1	589	390	7	4.79029
AT4G35500.1	1975	1776	24	3.60659
AT4G35500.2	1638	1439	0	0
AT1G80310.1	1937	1738	86.7073	13.3148
AT2G39400.2	1307	1108	51.0271	12.2911
AT2G39400.1	1394	1195	54.9729	12.2775
AT4G04990.1	1217	1018	19	4.9812
AT3G60530.1	1465	1266	151	31.8325
AT2G46180.1	2540	2341	83	9.46248
AT2G22270.1	1398	1199	60	13.3555
AT2G22270.2	1174	975	8.60098e-08	2.35435e-08
AT2G43660.1	471	272	1	0.981204
AT2G43660.2	597	398	0	0
AT1G03910.2	2466	2267	5.50233	0.647773
AT1G03910.1	2565	2366	303.498	34.2349
AT1G77590.1	2692	2493	251.947	26.9721
AT1G77590.2	2669	2470	0.0531949	0.00574779
AT1G79020.1	2134	1935	94	12.9651
AT5G24420.1	1321	1122	41	9.75257
AT5G39490.1	1701	1502	0	0
AT3G26922.2	1894	1695	0	0
AT3G26922.1	1793	1594	13.7576	2.30348
AT3G26922.4	1661	1462	0	0
AT3G26922.5	1642	1443	5.14313	0.951238
AT3G26922.3	1711	1512	16.9897	2.99891
AT3G50450.1	926	727	1	0.367108
AT3G17160.1	882	683	149	58.2229
AT1G34315.1	819	620	0	0
AT5G08580.2	1818	1619	10.8846	1.79429
AT5G08580.1	1736	1537	92.1154	15.9951
AT2G28360.1	3032	2833	113	10.6454
AT4G25000.1	1606	1407	2	0.379371
AT5G27410.4	1734	1535	38.1198	6.62781
AT5G27410.1	2156	1957	3.93077	0.536062
AT5G27410.3	2229	2030	15.8222	2.08017
AT5G27410.2	3153	2954	83.2458	7.52108
AT5G65200.1	1982	1783	44	6.58612
AT5G23535.1	1015	816	100.97	33.024
AT5G23535.2	830	631	37.03	15.6622
AT1G05230.1	3520	3321	0	0
AT1G05230.5	3644	3445	10.4596	0.810316
AT1G05230.12	2134	1935	0	0
AT1G05230.6	3553	3354	0	0
AT1G05230.2	2983	2784	52.8171	5.0633
AT1G05230.11	2424	2225	15.5717	1.86781
AT1G05230.3	2678	2479	76.1516	8.19843
AT1G05230.7	3526	3327	0	0
AT1G05230.10	2557	2358	0	0
AT1G05230.9	3140	2941	0	0
AT1G05230.4	2974	2775	1.21946e-06	1.17283e-07
AT1G05230.8	3231	3032	0	0
AT1G79830.1	3669	3470	64.3012	4.94558
AT1G79830.3	3588	3389	64.0982	5.0478
AT1G79830.2	3278	3079	449.19	38.9358
AT1G79830.4	3547	3348	3.41051	0.27187
AT1G79830.5	3718	3519	0	0
AT5G09480.1	840	641	48	19.9853
AT5G56480.1	409	210	0	0
AT5G60820.1	1648	1449	43	7.92005
AT5G55820.7	5630	5431	0.553936	0.0272212
AT5G55820.5	5831	5632	1.94232e-06	9.20419e-08
AT5G55820.8	5630	5431	30.7066	1.50897
AT5G55820.10	5271	5072	49.8061	2.62079
AT5G55820.4	5292	5093	0.584083	0.0306076
AT5G55820.9	5896	5697	8.19153e-08	3.83749e-09
AT5G55820.2	5622	5423	0.000204012	1.00402e-05
AT5G55820.11	5449	5250	2.00341	0.101845
AT5G55820.3	5610	5411	29.3428	1.44728
AT5G55820.6	5642	5443	3.88528e-06	1.90508e-07
AT5G55820.1	5481	5282	0.00289804	0.000146431
AT5G44950.1	1317	1118	0	0
AT4G31140.1	2171	1972	136	18.406
AT4G35910.1	2164	1965	86	11.6806
AT3G56220.2	541	342	0	0
AT3G56220.1	905	706	18	6.8045
AT2G19970.1	926	727	47	17.2541
AT5G54520.1	1864	1665	32	5.12937
AT2G04032.1	1403	1204	12	2.66001
AT5G03455.1	704	505	123	65.0043
AT5G03455.2	1006	807	0	0
AT1G48140.2	563	364	0.711167	0.521433
AT1G48140.1	743	544	39.2888	19.2752
AT4G15050.1	1191	992	0	0
ATCG00420.1	477	278	5	4.80013
AT5G30360.1	420	221	0	0
AT2G32600.1	1301	1102	156	37.7808
AT2G41010.1	1250	1051	74	18.7913
AT5G07170.2	1274	1075	1	0.248267
AT5G07170.1	1612	1413	0	0
AT5G32670.1	700	501	0	0
AT1G60250.1	756	557	0	0
AT4G09012.1	1175	976	6	1.6407
AT3G26355.1	64	3.36374	0	0
AT5G02710.1	1195	996	96.3756	25.8247
AT5G02710.2	1778	1579	6.91427	1.16867
AT5G02710.3	1348	1149	0	0
AT4G10110.1	836	637	40	16.759
AT5G13900.1	754	555	4	1.92351
AT5G16380.1	1108	909	14	4.11048
AT5G40630.1	937	738	1	0.361636
AT1G55670.1	780	581	5350.6	2457.85
AT5G66940.1	897	698	11	4.20596
AT3G06520.1	1598	1399	0.000285814	5.45248e-05
AT3G06520.2	1668	1469	17.9997	3.27018
AT3G52870.1	1811	1612	289	47.8477
AT3G02900.2	759	560	16.0265	7.63798
AT3G02900.1	852	653	96.9735	39.634
AT1G31520.1	399	200	0	0
AT5G57660.1	1564	1365	998	195.131
AT3G09110.1	1666	1467	0	0
AT4G23690.1	1139	940	69	19.5907
AT1G05035.1	363	164	0	0
AT5G45700.1	1180	981	42	11.4264
AT5G40410.1	1981	1782	4	0.599074
AT3G06580.1	2012	1813	235	34.5938
AT3G14920.1	2536	2337	117	13.3615
AT1G77610.1	1617	1418	237	44.6067
AT1G19170.1	1827	1628	73	11.9673
AT2G20740.1	1179	980	56.2295	15.3132
AT2G20740.2	935	736	11.3452	4.11399
AT2G20740.3	815	616	5.42526	2.35054
AT3G26940.1	1793	1594	0	0
AT4G27150.1	735	536	11	5.47717
AT2G26000.1	1672	1473	17.0934	3.09709
AT2G26000.2	1892	1693	21.2818	3.35489
AT2G26000.3	2370	2171	3.62488	0.445617
AT5G38743.1	183	11.741	0	0
AT4G15210.4	2461	2262	0	0
AT4G15210.1	2066	1867	0	0
AT4G15210.3	2291	2092	0	0
AT4G15210.2	1890	1691	0	0
AT1G29070.1	819	620	1157	498.046
AT4G27570.1	1655	1456	0	0
AT5G65560.3	3618	3419	31.6792	2.47288
AT5G65560.2	3697	3498	0	0
AT5G65560.1	3623	3424	30.3208	2.36339
AT1G04170.1	1860	1661	595	95.6039
AT1G04170.2	2026	1827	0	0
ATCG00905.1	258	59.1108	2.5	11.2876
AT1G29250.1	795	596	173	77.469
AT3G51050.1	2543	2344	281	31.9946
AT5G23060.2	1608	1409	10.4425	1.97798
AT5G23060.1	1529	1330	1236.56	248.137
AT4G14770.2	3098	2899	16.5543	1.52402
AT4G14770.1	3064	2865	121.81	11.3472
AT4G14770.3	3072	2873	38.5324	3.57947
AT3G44140.1	216	24.1385	0	0
AT1G14630.2	1186	987	11.8916	3.21551
AT1G14630.1	1020	821	10.1084	3.28601
AT3G21480.1	3503	3304	96	7.7546
AT3G58760.4	1979	1780	0	0
AT3G58760.5	1946	1747	41.5328	6.34493
AT3G58760.2	2050	1851	0	0
AT3G58760.6	1827	1628	36.5077	5.98492
AT3G58760.3	2017	1818	0	0
AT3G58760.1	1839	1640	24.9595	4.06181
AT2G03390.1	1459	1260	125.099	26.498
AT2G03390.6	1475	1276	0	0
AT2G03390.3	1546	1347	0	0
AT2G03390.2	1210	1011	107.19	28.2963
AT2G03390.7	1166	967	0	0
AT2G03390.4	1497	1298	0	0
AT2G03390.5	1476	1277	12.7111	2.65657
AT2G23093.2	1653	1454	0	0
AT2G23093.1	1834	1635	21	3.42791
AT1G62600.1	1548	1349	121	23.9388
AT1G62600.2	1253	1054	0	0
AT3G54925.1	546	347	0	0
AT4G29550.3	1296	1097	0	0
AT4G29550.1	1236	1037	0	0
AT4G29550.2	1382	1183	4	0.902409
AT5G02280.1	661	462	61	35.2384
AT2G36080.2	1783	1584	0	0
AT2G36080.4	1695	1496	4.52405	0.807094
AT2G36080.1	1311	1112	44.4029	10.657
AT2G36080.3	2143	1944	9.07305	1.24562
AT5G40830.2	1808	1609	11.2731	1.86989
AT5G40830.3	1497	1298	0	0
AT5G40830.1	1706	1507	111.002	19.6583
AT3G58110.1	2818	2619	187.713	19.1287
AT3G58110.2	2618	2419	89.8386	9.91186
AT2G46900.1	2280	2081	201	25.7782
AT3G13440.2	1065	866	0	0
AT3G13440.1	2047	1848	224	32.35
AT3G13440.3	969	770	0	0
AT5G08370.1	1572	1373	12.1504	2.36184
AT5G08370.2	1459	1260	48.8496	10.3471
AT5G02720.1	729	530	5.71009	2.87538
AT5G02720.2	987	788	0	0
AT3G44750.2	1057	858	208.438	64.8361
AT3G44750.1	1418	1219	121.562	26.6148
AT4G13020.7	2169	1970	2.12418e-07	2.87775e-08
AT4G13020.8	1927	1728	0	0
AT4G13020.1	2261	2062	66.9387	8.66396
AT4G13020.2	1864	1665	149.19	23.9141
AT4G13020.4	2094	1895	47.8087	6.73327
AT4G13020.6	2169	1970	25.9052	3.50952
AT4G13020.5	1887	1688	41.1572	6.50731
AT4G13020.3	1867	1668	0	0
AT1G23530.1	1139	940	34	9.65337
AT4G28710.1	5230	5031	248	13.156
AT1G30795.1	713	514	0	0
AT3G30841.2	1817	1618	0	0
AT3G30841.1	1760	1561	58	9.91638
AT2G03667.2	2158	1959	15.819	2.15513
AT2G03667.1	2081	1882	40.181	5.69808
AT1G34770.3	1075	876	0	0
AT1G34770.6	687	488	0	0
AT1G34770.2	1103	904	12.2162	3.60659
AT1G34770.4	940	741	5.34831	1.92631
AT1G34770.5	744	545	0	0
AT1G34770.1	1029	830	7.43547	2.39088
AT3G43240.1	2952	2753	192	18.6133
AT1G79620.2	3366	3167	0	0
AT1G79620.3	3364	3165	0	0
AT1G79620.5	3284	3085	37.9743	3.28521
AT1G79620.4	3380	3181	0	0
AT1G79620.1	3305	3106	0.025662	0.00220504
AT2G24820.1	1825	1626	382	62.7005
AT4G33620.1	2526	2327	45.2917	5.19458
AT5G49310.1	1786	1587	0	0
AT1G29810.1	948	749	33.4749	11.9279
AT1G29810.2	590	391	1.52514	1.04102
AT4G28930.1	528	329	0	0
AT1G17470.2	1522	1323	95.4066	19.2463
AT1G17470.1	1602	1403	338.593	64.4094
AT1G34380.1	1380	1181	0	0
AT1G34380.3	1048	849	0	0
AT1G34380.2	1277	1078	14	3.46607
AT5G36240.1	765	566	0	0
AT2G20120.1	1259	1060	75.7143	19.0634
AT2G20120.2	1203	1004	87.4116	23.2361
AT5G47670.3	1182	983	0	0
AT5G47670.1	1053	854	2	0.625029
AT5G47670.2	1087	888	0	0
AT5G04070.1	1501	1302	28	5.73951
AT2G30690.2	2997	2798	0	0
AT2G30690.1	2896	2697	0	0
AT1G11785.1	643	444	1	0.601098
AT1G27580.1	1221	1022	0	0
AT2G43850.1	1973	1774	25.7101	3.86793
AT2G43850.3	1703	1504	0	0
AT2G43850.2	1835	1636	15.2899	2.4943
AT4G18130.1	3912	3713	278	19.9824
AT1G23870.1	2973	2774	414	39.8311
AT3G49560.1	1227	1028	310	80.4816
AT5G36490.1	357	158	0	0
AT5G46030.2	926	727	14.0561	5.1601
AT5G46030.1	886	687	129.944	50.4809
AT5G46030.3	915	716	0	0
AT5G09650.1	1181	982	839	228.023
AT2G43000.1	1040	841	6	1.90407
AT2G43000.2	1375	1176	0	0
AT1G52040.1	1751	1552	18	3.09534
AT3G05858.1	629	430	2	1.24134
AT5G60860.1	1046	847	57	17.9605
AT5G54035.1	258	59.1108	0	0
AT1G07901.1	153	7.28986	0	0
AT4G10220.1	1203	1004	0	0
AT3G23790.1	2716	2517	61	6.46807
AT4G02075.2	1476	1277	0	0
AT4G02075.3	1357	1158	24.7257	5.69859
AT4G02075.1	973	774	41.2743	14.232
AT5G36190.1	438	239	0	0
AT1G52650.1	1398	1199	1	0.222592
AT1G26750.1	809	610	74	32.3765
AT5G14980.1	984	785	2	0.679968
AT5G50150.1	1846	1647	90	14.584
AT2G15020.1	2088	1889	78	11.0202
AT3G45070.3	1093	894	0	0
AT3G45070.2	1211	1012	0	0
AT3G45070.1	1067	868	29.9408	9.206
AT4G22590.1	1763	1564	133	22.6957
AT5G30490.3	984	785	29.8507	10.1488
AT5G30490.2	1163	964	0	0
AT5G30490.1	1252	1053	47.1493	11.9502
AT5G22670.1	1332	1133	0	0
AT4G35060.1	1123	924	71	20.5076
AT1G11480.2	2175	1976	158.343	21.3865
AT1G11480.1	2312	2113	169.657	21.4289
AT3G49030.1	1332	1133	0	0
AT3G49030.2	1483	1284	0	0
AT1G12300.1	3238	3039	20.4498	1.79592
AT5G47930.1	718	519	794	408.302
AT1G61093.1	731	532	0	0
AT2G37970.1	836	637	183	76.6725
AT3G02420.2	1674	1475	0	0
AT3G02420.1	1534	1335	156	31.1868
AT1G58190.2	3294	3095	8.15063	0.702843
AT1G58190.4	2864	2665	8.6117	0.862422
AT1G58190.3	3241	3042	0	0
AT1G58190.1	3168	2969	23.2377	2.08887
AT1G09860.1	1396	1197	0	0
AT1G13280.1	1343	1144	116	27.062
AT5G15300.1	1957	1758	11	1.66994
AT4G34131.1	1762	1563	101.712	17.3676
AT2G02130.1	707	508	475	249.55
AT5G03435.2	2496	2297	4	0.464758
AT5G03435.1	2369	2170	0	0
AT3G18830.1	1997	1798	346	51.3588
AT2G03570.1	270	71.016	0	0
AT4G21670.1	3900	3701	196	14.134
AT1G02230.1	1436	1237	4	0.863015
AT5G20140.1	1363	1164	91.5285	20.9861
AT5G20140.2	1416	1217	56.4715	12.3842
AT1G11630.1	1712	1513	33	5.82107
AT4G19440.1	3531	3332	24.1011	1.93046
AT4G19440.3	3555	3356	11.5817	0.92104
AT4G19440.2	3371	3172	0	0
AT4G19440.4	3552	3353	30.3172	2.41315
AT3G51890.1	1210	1011	46	12.1432
AT1G44085.1	273	74.0093	0	0
AT1G07390.1	3267	3068	33	2.87069
AT1G07390.4	3615	3416	0	0
AT1G07390.3	3418	3219	0	0
AT1G07390.5	3451	3252	0	0
AT1G07390.2	3304	3105	0	0
AT1G13607.1	452	253	4	4.21956
AT1G08580.1	855	656	145	58.9919
AT2G25125.1	225	29.9375	0.771524	6.87801
AT1G59750.2	2472	2273	79.3639	9.31862
AT1G59750.3	2353	2154	167.21	20.7179
AT1G59750.1	2545	2346	108.488	12.3419
AT1G59750.4	2558	2359	33.9381	3.83962
AT3G25950.1	1170	971	1	0.274858
AT5G22145.1	411	212	0	0
AT1G70209.1	144	6.5079	0	0
AT1G63660.1	2136	1937	126.601	17.4436
AT1G63660.2	1983	1784	133.399	19.9565
AT2G21660.1	1165	966	307.595	84.9826
AT2G21660.2	785	586	475.87	216.73
AT1G15320.2	1127	928	0	0
AT1G15320.1	1450	1251	0	0
AT1G79310.1	1675	1476	8	1.44654
AT5G42980.1	1035	836	1583.29	505.455
AT1G70750.1	3211	3012	75	6.6456
AT5G35840.1	3802	3603	256	18.9629
AT2G45210.1	1177	978	53	14.4632
AT1G29390.1	1049	850	130.134	40.8602
AT1G29390.2	1103	904	13.0154	3.84253
AT4G16460.2	1242	1043	0	0
AT4G16460.3	1168	969	0	0
AT4G16460.1	1153	954	0	0
AT5G50210.1	2691	2492	270	28.9164
AT1G17870.1	1856	1657	30	4.832
AT5G38360.2	1459	1260	0	0
AT5G38360.1	1083	884	18.5354	5.59599
AT5G38360.3	1372	1173	27.4646	6.24891
AT1G15020.1	2139	1940	0.000626777	8.62263e-05
AT1G15020.2	2329	2130	102.999	12.9057
AT1G15020.3	2244	2045	0	0
AT1G23090.4	2538	2339	23.6242	2.69559
AT1G23090.1	2489	2290	137.376	16.0104
AT1G23090.3	2605	2406	0	0
AT1G23090.2	2690	2491	0	0
AT4G01790.1	680	481	10	5.5486
AT4G38190.1	3749	3550	0	0
AT1G72810.1	2515	2316	134.287	15.4747
AT5G45573.1	588	389	0	0
AT2G01755.1	588	389	32.4872	22.289
AT2G01755.2	621	422	0	0
AT5G25770.2	1588	1389	83.4873	16.0416
AT5G25770.1	1831	1632	13.4326	2.19669
AT5G25770.3	1597	1398	0.0800793	0.0152877
AT1G56610.3	2170	1971	1.12649e-07	1.52535e-08
AT1G56610.2	2161	1962	73	9.93006
AT1G56610.1	2425	2226	0	0
AT4G09649.1	138	6.07083	0	0
AT2G03210.2	1900	1701	0	0
AT2G03210.3	1809	1610	1	0.165769
AT2G03210.1	1620	1421	0	0
AT3G45990.1	402	203	0	0
AT5G51470.2	1745	1546	6	1.03579
AT5G51470.1	2031	1832	0	0
AT3G46350.1	1335	1136	1	0.234936
AT5G64170.1	2537	2338	584.828	66.7593
AT5G64170.2	2667	2468	340.461	36.8172
AT5G64170.3	2575	2376	0.000770467	8.65438e-05
AT3G24850.1	1080	881	0	0
AT2G27630.1	4276	4077	1	0.0654617
AT4G01590.2	1045	846	31.8076	10.0343
AT4G01590.3	979	780	67.7873	23.1943
AT4G01590.1	1067	868	58.2706	17.9167
AT5G35970.1	3475	3276	2499	203.587
AT2G31390.1	1466	1267	682	143.66
AT4G14315.1	495	296	0	0
AT2G14635.1	371	172	0	0
AT1G53460.1	1519	1320	40	8.0875
AT5G52240.2	789	590	30.7059	13.8899
AT5G52240.1	1129	930	410.294	117.744
AT2G23250.1	1317	1118	0	0
AT3G62270.1	2948	2749	167.397	16.2518
AT2G04400.1	1428	1229	209	45.3861
AT1G76420.1	1438	1239	7	1.50784
AT2G29150.1	807	608	0	0
AT5G58090.1	1929	1730	251	38.7218
AT5G06950.3	1643	1444	3.80723e-05	7.03672e-06
AT5G06950.5	2031	1832	0	0
AT5G06950.1	1867	1668	6.86424	1.09831
AT5G06950.4	1558	1359	11.2357	2.20652
AT5G06950.2	1624	1425	58.9	11.0314
AT4G35350.2	1340	1141	9.83419	2.30028
AT4G35350.1	1317	1118	108.166	25.8212
AT4G04930.1	1409	1210	1	0.220568
AT2G37900.2	2425	2226	0	0
AT2G37900.1	2299	2100	12	1.52507
AT5G19875.1	1098	899	31	9.20301
AT1G19350.3	1465	1266	17.7432	3.74046
AT1G19350.4	1502	1303	446.867	91.5298
AT1G19350.6	1304	1105	187.313	45.2412
AT1G19350.1	2202	2003	76.1502	10.1466
AT1G19350.5	1468	1269	12.1555	2.55646
AT3G06710.1	1631	1432	1	0.186374
AT4G29190.1	1533	1334	168	33.611
AT1G68220.1	1007	808	66	21.8002
AT2G33060.1	2779	2580	63	6.51702
AT4G17080.1	2214	2015	175	23.1788
AT4G15700.1	767	568	16.1762	7.60073
AT1G28327.1	1267	1068	0	0
AT3G56900.1	1692	1493	45	8.04416
AT3G25200.1	507	308	0	0
AT1G15825.1	536	337	13.478	10.6739
AT3G49307.1	538	339	0	0
ATMG00500.1	426	227	0	0
AT4G12680.1	1910	1711	43	6.70728
AT2G19540.1	1653	1454	288	52.8635
AT2G40190.1	1784	1585	49	8.25078
AT1G59830.1	1462	1263	132.314	27.9596
AT1G59830.2	1357	1158	39.6857	9.14648
AT1G67325.2	1734	1535	31.0437	5.39751
AT1G67325.1	1261	1062	98.9563	24.8684
AT5G64310.1	946	747	232	82.8887
AT5G24280.3	4846	4647	48	2.75675
AT5G24280.1	4826	4627	0	0
AT5G24280.2	5050	4851	0	0
AT3G06360.1	817	618	1	0.431857
AT5G53770.1	1903	1704	86	13.4697
AT3G25719.1	237	39.4185	0	0
AT3G07230.1	636	437	216	131.917
AT3G21352.1	582	383	4	2.78734
AT2G32835.1	288	89.0004	0	0
AT5G50345.1	391	192	0	0
AT3G02610.1	1236	1037	0	0
AT3G02610.2	1444	1245	21.5738	4.62472
AT4G31354.2	421	222	0	0
AT4G31354.1	547	348	2.72484	2.08973
AT4G31354.3	331	132	0	0
AT3G18270.1	1846	1647	97	15.7183
AT4G35680.1	1006	807	1	0.330716
AT2G28490.1	1780	1581	0	0
AT1G54215.1	853	654	5	2.04042
AT3G24200.2	2212	2013	11.2727	1.49455
AT3G24200.1	1892	1693	136.727	21.5539
AT5G46680.1	1770	1571	3	0.509651
AT1G13080.2	1615	1416	38.5051	7.25744
AT1G13080.1	1908	1709	52.4949	8.19791
AT3G49630.3	1392	1193	0	0
AT3G49630.1	1054	855	9.4893	2.96208
AT3G49630.2	1441	1242	0	0
AT3G47965.1	522	323	42	34.7036
AT1G53060.1	1108	909	9	2.64245
AT2G26920.1	2276	2077	138	17.7325
AT5G66980.1	1025	826	0	0
AT5G19175.1	361	162	0	0
AT5G04770.1	2423	2224	7.94524	0.953456
AT5G04770.2	2719	2520	18.3886	1.94749
AT5G04770.3	2147	1948	31.6662	4.33845
AT5G45400.1	3360	3161	73.0738	6.16972
AT1G75945.1	461	262	0	0
AT1G19980.1	1586	1387	20	3.84841
AT3G19810.1	1543	1344	113	22.4392
AT3G19810.2	1378	1179	0	0
AT4G24670.1	2033	1834	0.0771036	0.0112203
AT4G24670.2	2022	1823	49.9229	7.30872
AT2G04066.1	516	317	0	0
AT1G30520.1	2479	2280	23.964	2.80512
AT1G30520.4	2146	1947	32.536	4.45992
AT1G30520.2	2479	2280	23.964	2.80512
AT1G30520.3	2146	1947	32.536	4.45992
AT5G22030.1	2616	2417	89.6435	9.89852
AT5G22030.2	3126	2927	126.356	11.5213
AT1G19490.1	1939	1740	58	8.89625
AT4G27780.1	1595	1396	58	11.0884
AT4G27780.2	1633	1434	0	0
AT1G56130.1	3265	3066	20.2775	1.7651
AT1G56130.3	2869	2670	0	0
AT1G56130.2	3410	3211	0	0
AT5G16270.1	3795	3596	414	30.7262
AT3G24460.1	2652	2453	3.76707	0.409859
AT3G24460.2	2129	1930	60.2329	8.32923
AT4G16280.3	2088	1889	0	0
AT4G16280.1	4888	4689	21.7654	1.23884
AT4G16280.2	3107	2908	143.235	13.1456
AT4G16280.4	2903	2704	0	0
AT1G17990.2	1406	1207	54.5702	12.0664
AT1G17990.1	1570	1371	36.9223	7.18753
AT5G45550.1	1082	883	206	62.2637
AT1G16916.2	685	486	0	0
